TransactionNo,Items,Daypart,DayType
3168,Tea,Morning,Weekday
3168,Pastry,Morning,Weekday
3169,Bread,Morning,Weekday
3170,Coffee,Morning,Weekday
3171,Bread,Morning,Weekday
3171,Hot chocolate,Morning,Weekday
3172,Bread,Morning,Weekday
3173,Pastry,Morning,Weekday
3174,Coffee,Morning,Weekday
3174,Coffee,Morning,Weekday
3175,Bread,Morning,Weekday
3176,Coffee,Morning,Weekday
3176,Hot chocolate,Morning,Weekday
3177,Farm House,Morning,Weekday
3178,Coffee,Morning,Weekday
3179,Coffee,Morning,Weekday
3179,Coffee,Morning,Weekday
3180,Coffee,Morning,Weekday
3181,Dulce de Leche,Morning,Weekday
3182,Pastry,Morning,Weekday
3182,Farm House,Morning,Weekday
3183,Bread,Morning,Weekday
3183,Vegan mincepie,Morning,Weekday
3183,Bread,Morning,Weekday
3184,Bread,Morning,Weekday
3185,Coffee,Morning,Weekday
3185,Hot chocolate,Morning,Weekday
3185,Pastry,Morning,Weekday
3186,Coffee,Afternoon,Weekday
3186,Vegan mincepie,Afternoon,Weekday
3186,Pastry,Afternoon,Weekday
3187,Bread,Afternoon,Weekday
3188,Bread,Afternoon,Weekday
3188,Bread,Afternoon,Weekday
3189,Coffee,Afternoon,Weekday
3189,Hot chocolate,Afternoon,Weekday
3190,Bread,Afternoon,Weekday
3190,Sandwich,Afternoon,Weekday
3190,Coffee,Afternoon,Weekday
3191,Bread,Afternoon,Weekday
3192,Coffee,Afternoon,Weekday
3192,Coffee,Afternoon,Weekday
3192,Hot chocolate,Afternoon,Weekday
3193,Coffee,Afternoon,Weekday
3194,Coffee,Afternoon,Weekday
3195,Sandwich,Afternoon,Weekday
3195,Coke,Afternoon,Weekday
3196,Coffee,Afternoon,Weekday
3197,Coffee,Afternoon,Weekday
3197,Bread,Afternoon,Weekday
3198,Bread,Afternoon,Weekday
3199,Coffee,Afternoon,Weekday
3200,Coffee,Afternoon,Weekday
3200,Coffee,Afternoon,Weekday
3201,Coffee,Afternoon,Weekday
3201,Fudge,Afternoon,Weekday
3202,Coffee,Afternoon,Weekday
3202,Sandwich,Afternoon,Weekday
3202,Tea,Afternoon,Weekday
3202,Bread,Afternoon,Weekday
3203,Coffee,Afternoon,Weekday
3203,Coffee,Afternoon,Weekday
3203,Sandwich,Afternoon,Weekday
3204,Bread,Afternoon,Weekday
3205,Bread,Afternoon,Weekday
3205,Coffee,Afternoon,Weekday
3206,Coffee,Afternoon,Weekday
3206,Coffee,Afternoon,Weekday
3206,Hot chocolate,Afternoon,Weekday
3207,Fudge,Afternoon,Weekday
3208,Coffee,Afternoon,Weekday
3209,Coffee,Afternoon,Weekday
3209,Bread,Afternoon,Weekday
3210,Bread,Afternoon,Weekday
3210,Bread,Afternoon,Weekday
3211,Cookies,Afternoon,Weekday
3212,Bread,Afternoon,Weekday
3213,Coffee,Afternoon,Weekday
3213,Bread,Afternoon,Weekday
3213,Bread,Afternoon,Weekday
3213,Alfajores,Afternoon,Weekday
3214,Tea,Afternoon,Weekday
3215,Bare Popcorn,Evening,Weekday
3215,Ella's Kitchen Pouches,Evening,Weekday
3216,Farm House,Evening,Weekday
3217,Bread,Evening,Weekday
3217,Fudge,Evening,Weekday
3217,Pastry,Evening,Weekday
3218,Hot chocolate,Evening,Weekday
3219,Tea,Evening,Weekday
3219,Vegan mincepie,Evening,Weekday
3219,Jammie Dodgers,Evening,Weekday
3219,Coffee,Evening,Weekday
3219,Medialuna,Evening,Weekday
3220,Coffee,Evening,Weekday
3221,Hot chocolate,Evening,Weekday
3221,Coffee,Evening,Weekday
3222,Bread,Evening,Weekday
3223,Vegan mincepie,Evening,Weekday
3224,Medialuna,Morning,Weekday
3224,Dulce de Leche,Morning,Weekday
3225,Muesli,Morning,Weekday
3226,Muesli,Morning,Weekday
3227,Coffee,Morning,Weekday
3227,Jam,Morning,Weekday
3227,Jam,Morning,Weekday
3228,Bread,Morning,Weekday
3228,Toast,Morning,Weekday
3229,Bread,Morning,Weekday
3229,Toast,Morning,Weekday
3230,Coffee,Morning,Weekday
3231,Jammie Dodgers,Morning,Weekday
3231,Vegan mincepie,Morning,Weekday
3232,Coffee,Morning,Weekday
3233,Bread,Morning,Weekday
3234,Coffee,Morning,Weekday
3234,Coffee,Morning,Weekday
3234,Bread,Morning,Weekday
3235,Tea,Morning,Weekday
3236,Coffee,Morning,Weekday
3237,Coffee,Morning,Weekday
3237,Coffee,Morning,Weekday
3237,Juice,Morning,Weekday
3237,Farm House,Morning,Weekday
3238,Coffee,Morning,Weekday
3238,Pastry,Morning,Weekday
3239,Bread,Morning,Weekday
3240,Coffee,Morning,Weekday
3241,Coffee,Morning,Weekday
3242,Coffee,Morning,Weekday
3243,Tea,Morning,Weekday
3243,Pastry,Morning,Weekday
3244,Cookies,Morning,Weekday
3244,Coffee,Morning,Weekday
3244,Coffee,Morning,Weekday
3244,Toast,Morning,Weekday
3245,Pastry,Morning,Weekday
3245,Tea,Morning,Weekday
3246,Tea,Morning,Weekday
3246,Coffee,Morning,Weekday
3246,Coffee,Morning,Weekday
3246,Toast,Morning,Weekday
3247,Bread,Morning,Weekday
3248,Bread,Morning,Weekday
3249,Coffee,Morning,Weekday
3250,Coffee,Morning,Weekday
3250,Coffee,Morning,Weekday
3251,Pastry,Morning,Weekday
3252,Bread,Morning,Weekday
3253,Scandinavian,Morning,Weekday
3253,Coffee,Morning,Weekday
3253,Alfajores,Morning,Weekday
3255,Truffles,Morning,Weekday
3255,Ella's Kitchen Pouches,Morning,Weekday
3255,Bread,Morning,Weekday
3256,Tea,Morning,Weekday
3256,Fudge,Morning,Weekday
3256,Fudge,Morning,Weekday
3256,Jam,Morning,Weekday
3256,Juice,Morning,Weekday
3256,Ella's Kitchen Pouches,Morning,Weekday
3257,Cake,Morning,Weekday
3258,Bread,Morning,Weekday
3258,Cookies,Morning,Weekday
3259,Coffee,Morning,Weekday
3259,Cake,Morning,Weekday
3260,Coffee,Afternoon,Weekday
3260,Tea,Afternoon,Weekday
3260,Toast,Afternoon,Weekday
3261,Truffles,Afternoon,Weekday
3262,Bread,Afternoon,Weekday
3263,Coffee,Afternoon,Weekday
3264,Bread,Afternoon,Weekday
3265,Bread,Afternoon,Weekday
3266,Truffles,Afternoon,Weekday
3267,Toast,Afternoon,Weekday
3267,Bread,Afternoon,Weekday
3267,Tea,Afternoon,Weekday
3267,Cookies,Afternoon,Weekday
3268,Sandwich,Afternoon,Weekday
3268,Coffee,Afternoon,Weekday
3268,Coffee,Afternoon,Weekday
3270,Bread,Afternoon,Weekday
3270,Sandwich,Afternoon,Weekday
3271,Alfajores,Afternoon,Weekday
3272,Scone,Afternoon,Weekday
3274,Bread,Afternoon,Weekday
3274,Coffee,Afternoon,Weekday
3274,Alfajores,Afternoon,Weekday
3274,Vegan mincepie,Afternoon,Weekday
3275,Fudge,Afternoon,Weekday
3276,Jam,Afternoon,Weekday
3277,Coffee,Afternoon,Weekday
3277,Pastry,Afternoon,Weekday
3277,Jam,Afternoon,Weekday
3278,Coffee,Afternoon,Weekday
3279,Tea,Afternoon,Weekday
3279,Bread,Afternoon,Weekday
3279,Bread,Afternoon,Weekday
3279,Fudge,Afternoon,Weekday
3280,Bread,Afternoon,Weekday
3280,Sandwich,Afternoon,Weekday
3281,Farm House,Afternoon,Weekday
3282,Coffee,Afternoon,Weekday
3283,Jam,Afternoon,Weekday
3283,Jam,Afternoon,Weekday
3284,Brownie,Afternoon,Weekday
3284,Coffee,Afternoon,Weekday
3285,Tea,Afternoon,Weekday
3285,Sandwich,Afternoon,Weekday
3285,Bread,Afternoon,Weekday
3286,Tea,Afternoon,Weekday
3287,Sandwich,Afternoon,Weekday
3287,Tea,Afternoon,Weekday
3288,Coffee,Afternoon,Weekday
3289,Coffee,Afternoon,Weekday
3290,Bread,Afternoon,Weekday
3291,Tea,Afternoon,Weekday
3291,Brownie,Afternoon,Weekday
3292,Jam,Afternoon,Weekday
3293,Jam,Afternoon,Weekday
3294,Cookies,Afternoon,Weekday
3294,Sandwich,Afternoon,Weekday
3294,Juice,Afternoon,Weekday
3295,Tea,Afternoon,Weekday
3295,Pastry,Afternoon,Weekday
3296,Farm House,Afternoon,Weekday
3297,Scone,Afternoon,Weekday
3297,Coffee,Afternoon,Weekday
3298,Coffee,Afternoon,Weekday
3298,Coffee,Afternoon,Weekday
3299,Coffee,Afternoon,Weekday
3299,Coffee,Afternoon,Weekday
3299,Vegan mincepie,Afternoon,Weekday
3300,Bread,Afternoon,Weekday
3300,Scone,Afternoon,Weekday
3301,Farm House,Afternoon,Weekday
3301,Scone,Afternoon,Weekday
3303,Coffee,Afternoon,Weekday
3303,Brownie,Afternoon,Weekday
3304,Coffee,Afternoon,Weekday
3304,Tea,Afternoon,Weekday
3305,Coffee,Afternoon,Weekday
3306,Tea,Afternoon,Weekday
3306,Coffee,Afternoon,Weekday
3307,Bread,Afternoon,Weekday
3309,Coffee,Evening,Weekday
3309,Coffee,Evening,Weekday
3309,Coffee,Evening,Weekday
3309,Alfajores,Evening,Weekday
3310,Farm House,Morning,Weekend
3310,Medialuna,Morning,Weekend
3310,Pastry,Morning,Weekend
3311,Bread,Morning,Weekend
3312,Bread,Morning,Weekend
3313,Coffee,Morning,Weekend
3313,Pastry,Morning,Weekend
3314,Bread,Morning,Weekend
3315,Bread,Morning,Weekend
3315,Bread,Morning,Weekend
3315,Pastry,Morning,Weekend
3316,Medialuna,Morning,Weekend
3316,Fudge,Morning,Weekend
3317,Bread,Morning,Weekend
3318,Coffee,Morning,Weekend
3318,Scone,Morning,Weekend
3318,Juice,Morning,Weekend
3319,Coffee,Morning,Weekend
3320,Tea,Morning,Weekend
3320,Scone,Morning,Weekend
3320,Lemon and coconut,Morning,Weekend
3321,Jam,Morning,Weekend
3321,Cookies,Morning,Weekend
3321,Fudge,Morning,Weekend
3322,Bread,Morning,Weekend
3323,Scandinavian,Morning,Weekend
3324,Coffee,Morning,Weekend
3324,Cookies,Morning,Weekend
3324,Juice,Morning,Weekend
3325,Hot chocolate,Morning,Weekend
3325,Coffee,Morning,Weekend
3325,Bread,Morning,Weekend
3325,Bread,Morning,Weekend
3325,Vegan mincepie,Morning,Weekend
3326,Jam,Morning,Weekend
3327,Bread,Morning,Weekend
3328,Coffee,Morning,Weekend
3328,Coffee,Morning,Weekend
3329,Dulce de Leche,Morning,Weekend
3329,Scandinavian,Morning,Weekend
3329,Alfajores,Morning,Weekend
3330,Coffee,Morning,Weekend
3330,Bread,Morning,Weekend
3330,Pastry,Morning,Weekend
3330,Medialuna,Morning,Weekend
3330,Farm House,Morning,Weekend
3331,Hot chocolate,Morning,Weekend
3331,Scone,Morning,Weekend
3332,Fudge,Morning,Weekend
3332,Jam,Morning,Weekend
3332,Bread,Morning,Weekend
3332,Farm House,Morning,Weekend
3333,Coffee,Morning,Weekend
3333,The Nomad,Morning,Weekend
3334,Vegan mincepie,Morning,Weekend
3335,Bread,Morning,Weekend
3336,Bread,Morning,Weekend
3337,Bread,Morning,Weekend
3337,Scone,Morning,Weekend
3338,Cake,Morning,Weekend
3339,Bread,Morning,Weekend
3340,Vegan mincepie,Morning,Weekend
3340,Cake,Morning,Weekend
3340,Coffee,Morning,Weekend
3340,Coffee,Morning,Weekend
3340,Coffee,Morning,Weekend
3341,Coffee,Morning,Weekend
3341,Coffee,Morning,Weekend
3341,Medialuna,Morning,Weekend
3342,Bread,Morning,Weekend
3343,Jam,Afternoon,Weekend
3344,Medialuna,Afternoon,Weekend
3344,Pastry,Afternoon,Weekend
3344,Coffee,Afternoon,Weekend
3344,Coffee,Afternoon,Weekend
3344,Coffee,Afternoon,Weekend
3346,Bread,Afternoon,Weekend
3347,Bread,Afternoon,Weekend
3348,Bread,Afternoon,Weekend
3348,Scone,Afternoon,Weekend
3348,Bread,Afternoon,Weekend
3348,The Nomad,Afternoon,Weekend
3349,Coffee,Afternoon,Weekend
3349,Tea,Afternoon,Weekend
3350,Bread,Afternoon,Weekend
3351,Frittata,Afternoon,Weekend
3351,Tea,Afternoon,Weekend
3351,Tea,Afternoon,Weekend
3352,Coffee,Afternoon,Weekend
3352,Vegan mincepie,Afternoon,Weekend
3353,Bread,Afternoon,Weekend
3354,Coffee,Afternoon,Weekend
3354,Bread,Afternoon,Weekend
3355,Scone,Afternoon,Weekend
3355,Coffee,Afternoon,Weekend
3356,Farm House,Afternoon,Weekend
3356,Frittata,Afternoon,Weekend
3356,Cookies,Afternoon,Weekend
3357,Farm House,Afternoon,Weekend
3358,Farm House,Afternoon,Weekend
3359,Jam,Afternoon,Weekend
3359,Fudge,Afternoon,Weekend
3360,Coffee,Afternoon,Weekend
3361,Frittata,Afternoon,Weekend
3361,Sandwich,Afternoon,Weekend
3361,Bread,Afternoon,Weekend
3361,Alfajores,Afternoon,Weekend
3361,Medialuna,Afternoon,Weekend
3361,Fudge,Afternoon,Weekend
3362,Cake,Afternoon,Weekend
3363,Juice,Afternoon,Weekend
3363,Cookies,Afternoon,Weekend
3363,Coffee,Afternoon,Weekend
3364,Coffee,Afternoon,Weekend
3364,Coffee,Afternoon,Weekend
3366,Bread,Afternoon,Weekend
3366,Pastry,Afternoon,Weekend
3367,Hot chocolate,Afternoon,Weekend
3367,Tea,Afternoon,Weekend
3368,Crisps,Afternoon,Weekend
3369,Bread,Afternoon,Weekend
3370,Cake,Afternoon,Weekend
3371,Focaccia,Afternoon,Weekend
3371,Tea,Afternoon,Weekend
3371,Tea,Afternoon,Weekend
3371,Scone,Afternoon,Weekend
3372,Coffee,Afternoon,Weekend
3372,Scone,Afternoon,Weekend
3373,Cake,Afternoon,Weekend
3374,Vegan mincepie,Afternoon,Weekend
3375,Coffee,Afternoon,Weekend
3375,Coffee,Afternoon,Weekend
3376,Tea,Afternoon,Weekend
3376,Vegan mincepie,Afternoon,Weekend
3377,Focaccia,Evening,Weekend
3378,Coke,Evening,Weekend
3379,Pintxos,Evening,Weekend
3380,Pintxos,Evening,Weekend
3381,Juice,Evening,Weekend
3382,Coke,Evening,Weekend
3383,Pintxos,Evening,Weekend
3384,Pintxos,Evening,Weekend
3385,Pintxos,Evening,Weekend
3386,Coke,Evening,Weekend
3386,Pintxos,Evening,Weekend
3387,Hot chocolate,Night,Weekend
3387,Hot chocolate,Night,Weekend
3388,Medialuna,Morning,Weekend
3389,Coffee,Morning,Weekend
3390,Coffee,Morning,Weekend
3390,Bread,Morning,Weekend
3391,Coffee,Morning,Weekend
3392,Bread,Morning,Weekend
3393,Coffee,Morning,Weekend
3393,Cookies,Morning,Weekend
3393,Bread,Morning,Weekend
3393,Toast,Morning,Weekend
3394,Coffee,Morning,Weekend
3394,Brownie,Morning,Weekend
3394,Medialuna,Morning,Weekend
3395,Hot chocolate,Morning,Weekend
3395,Coffee,Morning,Weekend
3395,Brownie,Morning,Weekend
3396,Tea,Morning,Weekend
3396,Hot chocolate,Morning,Weekend
3397,Tea,Morning,Weekend
3397,Scone,Morning,Weekend
3397,Bread,Morning,Weekend
3398,Medialuna,Morning,Weekend
3398,Coffee,Morning,Weekend
3398,Coffee,Morning,Weekend
3399,Bread,Morning,Weekend
3399,Coffee,Morning,Weekend
3399,Hot chocolate,Morning,Weekend
3399,Coffee,Morning,Weekend
3399,Pastry,Morning,Weekend
3399,Scone,Morning,Weekend
3400,Muesli,Morning,Weekend
3400,The Nomad,Morning,Weekend
3400,Coffee,Morning,Weekend
3400,Bread,Morning,Weekend
3401,Bread,Morning,Weekend
3402,Fudge,Morning,Weekend
3403,Bread,Morning,Weekend
3404,Coffee,Morning,Weekend
3404,Coffee,Morning,Weekend
3405,Bread,Afternoon,Weekend
3406,Bread,Afternoon,Weekend
3407,Coffee,Afternoon,Weekend
3407,Brownie,Afternoon,Weekend
3407,Vegan mincepie,Afternoon,Weekend
3408,Dulce de Leche,Afternoon,Weekend
3409,Coffee,Afternoon,Weekend
3409,Coffee,Afternoon,Weekend
3410,Coffee,Afternoon,Weekend
3411,Farm House,Afternoon,Weekend
3412,Coffee,Afternoon,Weekend
3413,Coffee,Afternoon,Weekend
3413,Brownie,Afternoon,Weekend
3414,Coffee,Afternoon,Weekend
3415,Coffee,Afternoon,Weekend
3415,Hot chocolate,Afternoon,Weekend
3415,Vegan mincepie,Afternoon,Weekend
3416,Bread,Afternoon,Weekend
3417,Coffee,Afternoon,Weekend
3417,Frittata,Afternoon,Weekend
3418,Medialuna,Afternoon,Weekend
3418,Coffee,Afternoon,Weekend
3419,Coffee,Afternoon,Weekend
3419,Juice,Afternoon,Weekend
3419,Mineral water,Afternoon,Weekend
3419,Medialuna,Afternoon,Weekend
3419,Crisps,Afternoon,Weekend
3419,Frittata,Afternoon,Weekend
3420,Coffee,Afternoon,Weekend
3421,Coffee,Afternoon,Weekend
3421,Cookies,Afternoon,Weekend
3422,Bread,Afternoon,Weekend
3423,Bread,Afternoon,Weekend
3424,Coffee,Afternoon,Weekend
3424,Coffee,Afternoon,Weekend
3424,Cake,Afternoon,Weekend
3424,Bread,Afternoon,Weekend
3424,Dulce de Leche,Afternoon,Weekend
3424,Bread,Afternoon,Weekend
3425,Coffee,Afternoon,Weekend
3425,Hot chocolate,Afternoon,Weekend
3425,Bread,Afternoon,Weekend
3426,Coke,Afternoon,Weekend
3427,Fudge,Afternoon,Weekend
3428,Fudge,Afternoon,Weekend
3429,Tea,Afternoon,Weekend
3429,Juice,Afternoon,Weekend
3429,Cake,Afternoon,Weekend
3429,Tartine,Afternoon,Weekend
3430,Brownie,Afternoon,Weekend
3430,Medialuna,Afternoon,Weekend
3430,Hot chocolate,Afternoon,Weekend
3430,Coffee,Afternoon,Weekend
3431,Coffee,Afternoon,Weekend
3432,Bread,Afternoon,Weekend
3433,Coffee,Afternoon,Weekend
3433,Bread,Afternoon,Weekend
3434,Coffee,Afternoon,Weekend
3434,Hot chocolate,Afternoon,Weekend
3434,Coffee,Afternoon,Weekend
3434,Cookies,Afternoon,Weekend
3434,Vegan mincepie,Afternoon,Weekend
3435,Coffee,Morning,Weekday
3435,Medialuna,Morning,Weekday
3436,Cookies,Morning,Weekday
3436,Hot chocolate,Morning,Weekday
3437,Coffee,Morning,Weekday
3438,Coffee,Morning,Weekday
3439,Tea,Morning,Weekday
3440,Coffee,Morning,Weekday
3440,Bread,Morning,Weekday
3441,Hot chocolate,Morning,Weekday
3442,Coffee,Morning,Weekday
3443,Bread,Morning,Weekday
3443,Medialuna,Morning,Weekday
3444,Coffee,Morning,Weekday
3445,Bread,Morning,Weekday
3446,Coffee,Morning,Weekday
3446,Tea,Morning,Weekday
3446,Pastry,Morning,Weekday
3447,Medialuna,Morning,Weekday
3447,Coffee,Morning,Weekday
3447,Coffee,Morning,Weekday
3448,Coffee,Morning,Weekday
3448,Hot chocolate,Morning,Weekday
3449,Fudge,Morning,Weekday
3449,Jam,Morning,Weekday
3449,Fudge,Morning,Weekday
3449,Fudge,Morning,Weekday
3450,Hot chocolate,Morning,Weekday
3450,Smoothies,Morning,Weekday
3450,Bread,Morning,Weekday
3450,Cookies,Morning,Weekday
3450,Cookies,Morning,Weekday
3451,Coffee,Morning,Weekday
3451,Tea,Morning,Weekday
3451,Toast,Morning,Weekday
3451,Brownie,Morning,Weekday
3452,Coffee,Morning,Weekday
3452,Coffee,Morning,Weekday
3453,Coffee,Morning,Weekday
3454,Farm House,Morning,Weekday
3455,Tea,Morning,Weekday
3456,Bread,Morning,Weekday
3457,Bread,Morning,Weekday
3457,Coffee,Morning,Weekday
3457,Coffee,Morning,Weekday
3457,Bread,Morning,Weekday
3458,Tea,Morning,Weekday
3459,Coffee,Morning,Weekday
3460,Coffee,Afternoon,Weekday
3460,Fudge,Afternoon,Weekday
3460,Brownie,Afternoon,Weekday
3461,Coffee,Afternoon,Weekday
3462,Coffee,Afternoon,Weekday
3462,Bread,Afternoon,Weekday
3463,Coffee,Afternoon,Weekday
3463,Medialuna,Afternoon,Weekday
3464,Farm House,Afternoon,Weekday
3465,Fudge,Afternoon,Weekday
3465,Coffee,Afternoon,Weekday
3465,Sandwich,Afternoon,Weekday
3466,Toast,Afternoon,Weekday
3466,Cookies,Afternoon,Weekday
3467,Sandwich,Afternoon,Weekday
3467,Coffee,Afternoon,Weekday
3467,Bread,Afternoon,Weekday
3468,Focaccia,Afternoon,Weekday
3468,Scandinavian,Afternoon,Weekday
3469,Truffles,Afternoon,Weekday
3469,Hearty & Seasonal,Afternoon,Weekday
3470,Coffee,Afternoon,Weekday
3470,Coffee,Afternoon,Weekday
3471,Sandwich,Afternoon,Weekday
3471,Sandwich,Afternoon,Weekday
3472,Hearty & Seasonal,Afternoon,Weekday
3472,Coffee,Afternoon,Weekday
3472,Bread,Afternoon,Weekday
3473,Bread,Afternoon,Weekday
3473,Cake,Afternoon,Weekday
3474,Tea,Afternoon,Weekday
3474,Bread,Afternoon,Weekday
3475,Bread,Afternoon,Weekday
3476,Cookies,Afternoon,Weekday
3476,Bread,Afternoon,Weekday
3477,Coffee,Afternoon,Weekday
3478,Coffee,Afternoon,Weekday
3479,Tea,Afternoon,Weekday
3479,Sandwich,Afternoon,Weekday
3480,Bread,Afternoon,Weekday
3480,Brownie,Afternoon,Weekday
3481,Tea,Afternoon,Weekday
3481,Coffee,Afternoon,Weekday
3482,Coffee,Afternoon,Weekday
3483,Coffee,Afternoon,Weekday
3483,Cookies,Afternoon,Weekday
3484,Cake,Afternoon,Weekday
3484,Bread,Afternoon,Weekday
3485,Coffee,Afternoon,Weekday
3486,Mineral water,Afternoon,Weekday
3486,Coke,Afternoon,Weekday
3486,Bread,Afternoon,Weekday
3486,Sandwich,Afternoon,Weekday
3487,Juice,Afternoon,Weekday
3487,Bread,Afternoon,Weekday
3488,Coffee,Afternoon,Weekday
3489,Truffles,Afternoon,Weekday
3489,Tea,Afternoon,Weekday
3489,Cake,Afternoon,Weekday
3490,Coffee,Afternoon,Weekday
3490,Scone,Afternoon,Weekday
3490,Brownie,Afternoon,Weekday
3491,Tea,Afternoon,Weekday
3492,Sandwich,Afternoon,Weekday
3492,Juice,Afternoon,Weekday
3492,Tea,Afternoon,Weekday
3493,Coffee,Afternoon,Weekday
3494,Cake,Afternoon,Weekday
3494,Sandwich,Afternoon,Weekday
3494,Sandwich,Afternoon,Weekday
3494,Bread,Afternoon,Weekday
3495,Coffee,Afternoon,Weekday
3495,Coffee,Afternoon,Weekday
3496,Sandwich,Afternoon,Weekday
3496,Coffee,Afternoon,Weekday
3497,Juice,Afternoon,Weekday
3497,Tea,Afternoon,Weekday
3497,Bread,Afternoon,Weekday
3498,Brownie,Afternoon,Weekday
3499,Fudge,Afternoon,Weekday
3500,Tea,Afternoon,Weekday
3501,Tea,Afternoon,Weekday
3502,Truffles,Afternoon,Weekday
3502,Sandwich,Afternoon,Weekday
3503,Medialuna,Afternoon,Weekday
3503,Hot chocolate,Afternoon,Weekday
3503,Bread,Afternoon,Weekday
3503,Coffee,Afternoon,Weekday
3504,Medialuna,Afternoon,Weekday
3505,Coffee,Afternoon,Weekday
3505,Coffee,Afternoon,Weekday
3506,Coffee,Afternoon,Weekday
3507,Tea,Afternoon,Weekday
3508,Bread,Afternoon,Weekday
3509,Bread,Afternoon,Weekday
3510,Tea,Afternoon,Weekday
3510,Coke,Afternoon,Weekday
3510,Cake,Afternoon,Weekday
3510,Brownie,Afternoon,Weekday
3510,Bread,Afternoon,Weekday
3512,Bread,Morning,Weekday
3513,Tea,Morning,Weekday
3513,Tea,Morning,Weekday
3513,Medialuna,Morning,Weekday
3513,Cookies,Morning,Weekday
3513,Bread,Morning,Weekday
3514,Coffee,Morning,Weekday
3515,Sandwich,Morning,Weekday
3515,Bread,Morning,Weekday
3515,Tea,Morning,Weekday
3516,Bread,Morning,Weekday
3516,Toast,Morning,Weekday
3516,Medialuna,Morning,Weekday
3517,Pastry,Morning,Weekday
3517,Medialuna,Morning,Weekday
3518,Coffee,Morning,Weekday
3519,Coffee,Morning,Weekday
3520,Coffee,Morning,Weekday
3520,Coffee,Morning,Weekday
3520,Pastry,Morning,Weekday
3521,Cookies,Morning,Weekday
3522,Cookies,Morning,Weekday
3523,Bread,Morning,Weekday
3524,Coffee,Morning,Weekday
3525,Coffee,Morning,Weekday
3525,Coffee,Morning,Weekday
3525,Pastry,Morning,Weekday
3526,Bread,Morning,Weekday
3527,Cookies,Morning,Weekday
3527,Cake,Morning,Weekday
3527,Coffee,Morning,Weekday
3527,Hot chocolate,Morning,Weekday
3529,Pastry,Morning,Weekday
3529,Medialuna,Morning,Weekday
3529,Pastry,Morning,Weekday
3529,Coffee,Morning,Weekday
3529,Coffee,Morning,Weekday
3529,Hot chocolate,Morning,Weekday
3529,The Nomad,Morning,Weekday
3529,Toast,Morning,Weekday
3530,Coffee,Morning,Weekday
3530,Cake,Morning,Weekday
3530,Bread,Morning,Weekday
3531,Tea,Morning,Weekday
3532,Coffee,Afternoon,Weekday
3532,Cake,Afternoon,Weekday
3533,Coffee,Afternoon,Weekday
3534,Coffee,Afternoon,Weekday
3534,Cake,Afternoon,Weekday
3535,Toast,Afternoon,Weekday
3535,Coffee,Afternoon,Weekday
3536,Coffee,Afternoon,Weekday
3537,Hot chocolate,Afternoon,Weekday
3537,Cake,Afternoon,Weekday
3538,Hearty & Seasonal,Afternoon,Weekday
3538,Juice,Afternoon,Weekday
3539,Coffee,Afternoon,Weekday
3540,Hearty & Seasonal,Afternoon,Weekday
3540,Coffee,Afternoon,Weekday
3541,Farm House,Afternoon,Weekday
3541,Cake,Afternoon,Weekday
3542,Coffee,Afternoon,Weekday
3542,Bread,Afternoon,Weekday
3542,Farm House,Afternoon,Weekday
3543,Sandwich,Afternoon,Weekday
3545,Bread,Afternoon,Weekday
3546,Coffee,Afternoon,Weekday
3546,Brownie,Afternoon,Weekday
3547,Sandwich,Afternoon,Weekday
3547,Juice,Afternoon,Weekday
3547,Juice,Afternoon,Weekday
3548,Coffee,Afternoon,Weekday
3549,Coffee,Afternoon,Weekday
3550,Tea,Afternoon,Weekday
3551,Coffee,Afternoon,Weekday
3552,Hot chocolate,Afternoon,Weekday
3554,Cake,Afternoon,Weekday
3554,Coffee,Afternoon,Weekday
3555,Bread,Afternoon,Weekday
3556,Bread,Afternoon,Weekday
3557,Coffee,Afternoon,Weekday
3557,Hot chocolate,Afternoon,Weekday
3558,Coffee,Afternoon,Weekday
3559,Coffee,Afternoon,Weekday
3559,Bread,Afternoon,Weekday
3560,Coffee,Afternoon,Weekday
3560,Cake,Afternoon,Weekday
3561,Coffee,Afternoon,Weekday
3562,Farm House,Afternoon,Weekday
3563,Coffee,Afternoon,Weekday
3564,Bread,Evening,Weekday
3565,Coffee,Evening,Weekday
3566,Farm House,Evening,Weekday
3567,Scandinavian,Evening,Weekday
3568,Bread,Evening,Weekday
3570,Bread,Morning,Weekday
3570,Pastry,Morning,Weekday
3571,Coffee,Morning,Weekday
3572,Coffee,Morning,Weekday
3573,Coffee,Morning,Weekday
3573,Bread,Morning,Weekday
3573,Pastry,Morning,Weekday
3574,Coffee,Morning,Weekday
3574,Bread,Morning,Weekday
3575,Coffee,Morning,Weekday
3575,Coffee,Morning,Weekday
3575,Medialuna,Morning,Weekday
3576,Jam,Morning,Weekday
3576,Fudge,Morning,Weekday
3576,Medialuna,Morning,Weekday
3577,Tea,Morning,Weekday
3578,Bread,Morning,Weekday
3578,Bread,Morning,Weekday
3579,Bread,Morning,Weekday
3580,Pastry,Morning,Weekday
3580,Coffee,Morning,Weekday
3580,Coffee,Morning,Weekday
3580,Coffee,Morning,Weekday
3581,Coffee,Morning,Weekday
3582,Bread,Morning,Weekday
3583,Coffee,Morning,Weekday
3583,Coffee,Morning,Weekday
3584,Coffee,Morning,Weekday
3584,Cookies,Morning,Weekday
3585,Coffee,Morning,Weekday
